gps_lat,gps_lon,cell_tower_lat,cell_tower_lon,gps_cell_distance_km,location_change_speed_kmph,claimed_rain,historical_rain_actual,rain_discrepancy,claimed_aqi,historical_aqi_actual,aqi_discrepancy,claims_last_30_days,claims_last_7_days,time_between_claims_days,claim_hour,days_since_registration,was_active_on_platform,orders_completed_that_day,avg_daily_orders_last_week,trigger_type,multiple_triggers_fired,trigger_fired_in_same_area_count,is_fraud
19.136280616670074,79.87407099047414,19.143711229542113,79.87767575221939,1.6661614915906933,10.096609404590001,44.08241862281925,46.14847820304139,2.066059580222145,308.1808824462231,298.9848150806869,9.196067365536237,2,1,25.594611297255128,12,696,1,7,6.366687090123096,heavy_rain,2,1,0
15.73997594446528,83.01660964701442,15.740650067545586,83.01697088844078,1.7211713713465506,12.018379369403538,39.55673317535869,35.752886725844824,3.8038464495138626,106.38626036575988,97.97162720438254,8.414633161377338,1,2,18.444710154250707,22,279,1,4,4.275941456625558,cyclone_warning,1,1,0
15.79056132481051,82.09868228138701,15.794307970967813,82.09342105025988,1.5904788422817175,13.481159608734629,57.18908723945082,62.08007699627321,4.890989756822393,164.41181872911548,165.10428618505853,0.6924674559430457,4,0,16.482999430891226,13,599,1,7,2.955483679907138,curfew,1,3,0
15.839035664031812,82.76135926386861,15.83923577272623,82.75837719197084,0.8650113256119605,5.512679122891775,38.61976922122964,38.497148339051854,0.12262088217778455,166.7539172506842,167.7308931882368,0.976975937552595,3,1,14.006428244800569,7,243,1,15,5.442017592838947,heavy_rain,2,1,0
17.40437244313666,82.48289684530906,17.396575712152824,82.4794142171959,1.1069459100204992,5.156360912193038,66.80714757639146,69.37409593762389,2.566948361232434,279.7664165721063,282.3860075588856,2.619590986779258,4,1,15.739831607511704,21,337,1,10,5.776669847817889,heavy_rain,1,2,0
18.782437665139405,78.8888872140441,18.790328450707065,78.89429600117475,1.268954383562894,3.4407628834763,74.51026770346036,77.69838520842445,3.1881175049640973,399.21700791853164,397.3930839389948,1.8239239795368576,1,1,8.844061494059533,13,209,1,14,1.3355655574268086,flood_zone,1,1,0
16.17455804362392,79.69250346514006,16.180565841464503,79.69665523422681,0.9599079409666116,6.680369603493243,57.112645974400735,58.51778597689684,1.405140002496104,284.4843219525977,287.85306294665094,3.368740994053212,2,1,20.136780175524336,12,721,1,20,2.5575001686369383,curfew,1,3,0
15.969387381681107,81.1080462526581,15.96858015630278,81.10358753172605,0.605379219174148,8.942332188176591,93.86679552256626,96.41678548857189,2.5499899660056258,89.51378557139569,91.5808896295681,2.0671040581724185,1,2,24.394405158297538,9,534,1,21,8.259917469539527,high_aqi,2,1,0
18.83345086114794,80.99511037658526,18.83781129592099,80.98906201856072,0.336467291903082,11.924632715304512,109.50039754635372,104.8353148738503,4.665082672503431,274.40497069116316,274.5930590395475,0.1880883483843263,1,0,23.846897676766062,22,248,1,18,19.81614727671727,heavy_rain,1,1,0
16.6158584596571,81.6569522429114,16.025538284118102,80.58197367197191,119.65901229180137,88.71871696306076,53.12614498732687,7.250939489028066,45.875205498298804,-102.24355130245014,100.88350273711156,203.1270540395617,6,4,8.215064188600579,2,4,0,0,1.6481379888649577,cyclone_warning,3,1,1
18.587914730709798,81.64518982345929,18.59098481969331,81.64910384926306,1.9781744512385644,1.3700740333140382,91.55630602968927,91.82223765018975,0.26593162050048136,114.50208429672861,108.83478597502986,5.667298321698752,4,0,11.153333303526075,22,60,1,11,2.477961138063023,heavy_rain,1,3,0
16.550902618674268,84.01088025067537,16.56051352368248,84.00102815000177,1.862086131156134,7.14757217182755,115.59214587244824,113.14954052955159,2.4426053428966554,279.2473678668789,288.6400157769537,9.3926479100748,0,0,9.894095971776533,14,526,1,19,14.203452964063372,curfew,2,1,0
16.875165546184185,81.29014304204216,16.878304211206707,81.2921024292729,1.7337880274111246,7.122365821828799,109.65181129522503,106.4677591465713,3.184052148653734,197.2315144666363,196.5212262270577,0.7102882395786025,1,1,14.574746398158453,19,95,1,17,11.853178770159529,cyclone_warning,1,1,0
18.499774716845952,81.86677983768733,18.50239582153879,81.86684942015677,1.5537605055366437,8.273818684490005,105.17610617483454,103.49900482426598,1.677101350568563,342.3342622196815,348.09683969038946,5.762577470707981,0,0,26.839537906129905,10,419,1,15,8.845760101466459,high_aqi,1,2,0
17.39368647308094,79.9381501250267,17.387647827075984,79.94150132085038,0.19463913337738337,4.851278784006812,63.23158492254397,59.000947059631244,4.2306378629127295,296.34823536547816,295.38803472882717,0.9602006366509954,4,0,26.695813853745605,16,528,1,21,4.1101948914378195,flood_zone,2,3,0
17.929525853756612,80.34505880081241,17.918152321239294,80.33903447379521,0.3527298131217713,20.8176513019075,113.16767841238786,113.07441621699,0.09326219539785541,189.47874903157486,187.68451442541644,1.794234606158426,20,6,2.443551939638649,8,66,1,0,6.873041653992704,cyclone_warning,1,20,1
18.42977053749161,83.83311950237822,18.425821188198892,83.83718041122349,0.9710975176504881,8.786761778776654,54.92278363103639,56.356170725542015,1.4333870945056262,58.78605083760374,54.52413846102239,4.26191237658135,1,2,17.542874728469748,15,166,1,25,16.69895568089226,high_aqi,2,3,0
16.291505774469897,83.42225044378046,16.303446123468763,83.41155497377557,1.444120697495815,6.502075070462077,103.29381360310319,102.41802472731585,0.875788875787336,102.09522647418137,107.9785904134425,5.88336393926113,3,1,21.119255247978447,15,386,1,20,3.0436231236056783,high_aqi,2,1,0
18.855721046828236,77.82476394990971,18.856023007051427,77.8258315610976,0.1221426464826561,1.7677249586621047,70.7002269143003,4.446286911578446,66.25394000272186,207.28828577174664,55.1966118408631,152.09167393088353,5,4,3.759552406941551,11,88,1,0,3.5343089853783125,curfew,2,3,1
17.787640994245816,80.631333919301,17.787635103100296,80.6314629947845,0.35447094045495087,9.360466483992099,62.62321610118808,64.22544960138447,1.602233500196391,77.15304271615703,79.75367948615362,2.6006367699965836,3,0,10.441379948286187,13,709,1,11,6.554639797782564,heavy_rain,2,3,0
16.181278588179055,79.48809478733594,16.184633415000143,79.47486060323612,1.7041658895145173,9.90150559994047,85.73776085679216,90.65441910430789,4.916658247515727,181.45200911454947,186.02580153294272,4.5737924183932535,0,0,14.43490270587079,19,296,1,13,10.662266310718854,heavy_rain,2,2,0
17.78484059723083,82.9776178573887,17.586311593930333,82.6560518366639,60.85214031339093,123.87505222721467,72.21058506030164,11.71889243719226,60.49169262310938,-172.80721195387875,52.8891335615154,225.69634551539414,5,5,8.049511962959581,1,25,0,0,0.8374679436759251,curfew,3,1,1
16.89472327424608,83.01267014569052,16.90953651832231,82.9968837167786,0.06970041579248254,19.5711858621462,108.47692958982546,107.02750380696939,1.4494257828560677,127.27524116013696,131.42531598399233,4.150074823855377,15,7,0.8348762729637846,8,346,0,0,0.5659710397777029,high_aqi,3,13,1
15.578591428667982,82.0857223558341,15.648603667055323,82.81701311510231,88.5564600199103,177.60870509233007,68.59611051169657,1.0191705622390768,67.57693994945748,-61.553954619177304,125.728723183225,187.2826778024023,4,3,7.0093871725899355,0,11,0,0,1.5689153845924224,heavy_rain,4,3,1
15.820036445569611,77.54869710177041,15.827128810115006,77.54009676133003,0.9295263481395535,0.5976667018478482,79.91138556128197,78.76618440517026,1.1452011561117104,353.96957867009303,355.27181781266836,1.3022391425753312,3,1,16.07629066036356,18,318,1,14,7.411773151345023,curfew,1,3,0
16.122319613617954,82.7810511538749,16.12156928763345,82.78094496533245,1.0246926116022095,5.177592832212928,72.11201578901475,71.04125571460459,1.0707600744101597,189.27568756570855,194.96430825895362,5.6886206932450705,0,1,22.920793644537756,22,599,1,22,6.859968445173872,flood_zone,2,3,0
18.805934392886847,79.60839836623501,18.80680532267176,79.60348654092354,1.9735642453986826,7.613111349114343,123.62921439873989,118.86129960467603,4.767914794063856,273.8769501588346,266.62232895691284,7.254621201921736,3,2,22.50519748463028,15,114,1,7,3.1409033248994223,flood_zone,2,2,0
15.83550050148716,78.62218633971764,15.835716704795122,78.62775799267106,1.8609438542525498,6.223453587285081,46.90070295829703,42.79565342102294,4.105049537274091,343.5387350237853,335.8461395494252,7.692595474360132,3,2,16.227152728938442,19,143,1,12,5.266236413535203,curfew,1,3,0
15.582048143516356,78.95755918428738,15.580681680586734,78.95969816616997,1.47177856872012,13.82549714037418,112.66810530276213,116.12675868418414,3.4586533814220104,160.51333964201024,154.4913312181516,6.022008423858637,4,0,15.898973693262388,10,436,1,17,4.797553951314371,high_aqi,2,2,0
